photo,species name,category,M/f/ND(0/1/2)
1129,Phlebotomus duboscqi,21,0
1130,Phlebotomus duboscqi,21,0
1131,Phlebotomus duboscqi,21,0
1132,Phlebotomus duboscqi,21,0
1133,Phlebotomus duboscqi,21,0
1134,Phlebotomus duboscqi,21,0
1135,Phlebotomus duboscqi,21,0
1136,Phlebotomus duboscqi,21,0
1137,Phlebotomus duboscqi,21,0
1138,Phlebotomus duboscqi,21,0
1139,Phlebotomus duboscqi,21,0
1140,Phlebotomus duboscqi,21,0
1141,Phlebotomus duboscqi,21,0
1142,Phlebotomus duboscqi,21,0
1143,Phlebotomus duboscqi,21,0
1144,Phlebotomus duboscqi,21,1
1145,Phlebotomus duboscqi,21,1
1146,Phlebotomus duboscqi,21,1
1147,Phlebotomus duboscqi,21,1
1148,Phlebotomus duboscqi,21,1
1149,Phlebotomus duboscqi,21,1
1150,Phlebotomus duboscqi,21,1
1151,Phlebotomus duboscqi,21,1
1152,Phlebotomus duboscqi,21,1
1153,Phlebotomus duboscqi,21,1
1154,Phlebotomus duboscqi,21,1
1155,Phlebotomus duboscqi,21,1
1156,Phlebotomus duboscqi,21,1
1157,Phlebotomus duboscqi,21,1
1158,Phlebotomus duboscqi,21,1
1159,Phlebotomus duboscqi,21,1
1160,Phlebotomus duboscqi,21,1
1161,Phlebotomus duboscqi,21,1
1162,Phlebotomus duboscqi,21,1
1163,Phlebotomus duboscqi,21,1
1164,Phlebotomus sergenti,22,1
1165,Phlebotomus sergenti,22,1
1166,Phlebotomus sergenti,22,1
1167,Phlebotomus sergenti,22,1
1168,Phlebotomus sergenti,22,1
1169,Phlebotomus sergenti,22,1
1170,Phlebotomus sergenti,22,1
1171,Phlebotomus sergenti,22,1
1172,Phlebotomus sergenti,22,1
1173,Phlebotomus sergenti,22,1
1174,Phlebotomus sergenti,22,1
1175,Phlebotomus sergenti,22,1
1176,Phlebotomus sergenti,22,1
1177,Phlebotomus sergenti,22,1
1178,Phlebotomus sergenti,22,1
1179,Phlebotomus sergenti,22,1
1180,Phlebotomus sergenti,22,1
1181,Phlebotomus sergenti,22,1
1182,Phlebotomus sergenti,22,1
1183,Phlebotomus sergenti,22,1
1184,Phlebotomus sergenti,22,0
1185,Phlebotomus sergenti,22,0
1186,Phlebotomus sergenti,22,0
1187,Phlebotomus sergenti,22,0
1188,Phlebotomus sergenti,22,0
1189,Phlebotomus sergenti,22,0
1190,Phlebotomus sergenti,22,0
1191,Phlebotomus sergenti,22,0
1192,Phlebotomus sergenti,22,0
1193,Phlebotomus sergenti,22,0
1194,Phlebotomus sergenti,22,0
1195,Phlebotomus sergenti,22,0
1196,Phlebotomus sergenti,22,0
1197,Phlebotomus sergenti,22,0
1198,Phlebotomus sergenti,22,0
1199,Phlebotomus sergenti,22,0
1200,Phlebotomus sergenti,22,0
1201,Phlebotomus sergenti,22,0
1202,Phlebotomus sergenti,22,0
1203,Phlebotomus sergenti,22,0
1204,Phlebotomus ariasi,23,1
1205,Phlebotomus ariasi,23,1
1206,Phlebotomus ariasi,23,1
1207,Phlebotomus ariasi,23,1
1208,Phlebotomus ariasi,23,1
1209,Phlebotomus ariasi,23,1
1210,Phlebotomus ariasi,23,1
1211,Phlebotomus ariasi,23,1
1212,Phlebotomus ariasi,23,1
1213,Phlebotomus ariasi,23,1
1214,Phlebotomus ariasi,23,1
1215,Phlebotomus ariasi,23,1
1216,Phlebotomus ariasi,23,1
1217,Phlebotomus ariasi,23,1
1218,Phlebotomus ariasi,23,1
1219,Phlebotomus ariasi,23,1
1220,Phlebotomus ariasi,23,1
1221,Phlebotomus ariasi,23,1
1222,Phlebotomus ariasi,23,1
1223,Phlebotomus ariasi,23,1
1224,Phlebotomus papatasi,24,1
1225,Phlebotomus papatasi,24,1
1226,Phlebotomus papatasi,24,1
1227,Phlebotomus papatasi,24,1
1228,Phlebotomus papatasi,24,1
1229,Phlebotomus papatasi,24,1
1230,Phlebotomus papatasi,24,1
1231,Phlebotomus papatasi,24,1
1232,Phlebotomus papatasi,24,1
1233,Phlebotomus papatasi,24,1
1234,Phlebotomus papatasi,24,1
1235,Phlebotomus papatasi,24,1
1236,Phlebotomus papatasi,24,1
1237,Phlebotomus papatasi,24,1
1238,Phlebotomus papatasi,24,1
1239,Phlebotomus papatasi,24,1
1240,Phlebotomus papatasi,24,1
1241,Phlebotomus papatasi,24,1
1242,Phlebotomus papatasi,24,1
1243,Phlebotomus papatasi,24,1
1244,Phlebotomus papatasi,24,0
1245,Phlebotomus papatasi,24,0
1246,Phlebotomus papatasi,24,0
1247,Phlebotomus papatasi,24,0
1248,Phlebotomus papatasi,24,0
1249,Phlebotomus papatasi,24,0
1250,Phlebotomus papatasi,24,0
1251,Phlebotomus papatasi,24,0
1252,Phlebotomus papatasi,24,0
1253,Phlebotomus papatasi,24,0
1254,Phlebotomus papatasi,24,0
1255,Phlebotomus papatasi,24,0
1256,Phlebotomus papatasi,24,0
1257,Phlebotomus papatasi,24,0
1258,Phlebotomus papatasi,24,0
1259,Phlebotomus papatasi,24,0
1260,Phlebotomus papatasi,24,0
1261,Phlebotomus papatasi,24,0
1262,Phlebotomus papatasi,24,0
1263,Phlebotomus papatasi,24,0
1264,Lutzomyia ininii,25,1
1265,Lutzomyia ininii,25,1
1266,Lutzomyia ininii,25,1
1267,Lutzomyia ininii,25,1
1268,Culicoïdes nubeculosus,26,1
1269,Culicoïdes nubeculosus,26,1
1270,Culicoïdes nubeculosus,26,1
1271,Culicoïdes nubeculosus,26,1
1272,Culicoïdes nubeculosus,26,1
1273,Culicoïdes nubeculosus,26,1
1274,Culicoïdes nubeculosus,26,1
1275,Culicoïdes nubeculosus,26,1
1276,Culicoïdes nubeculosus,26,1
1277,Culicoïdes nubeculosus,26,1
1278,Culicoïdes nubeculosus,26,1
1279,Culicoïdes nubeculosus,26,1
1280,Culicoïdes nubeculosus,26,1
1281,Culicoïdes nubeculosus,26,1
1282,Culicoïdes nubeculosus,26,1
1283,Culicoïdes nubeculosus,26,1
1284,Culicoïdes nubeculosus,26,0
1285,Culicoïdes nubeculosus,26,0
1286,Culicoïdes nubeculosus,26,0
1287,Culicoïdes nubeculosus,26,0
1288,Culicoïdes nubeculosus,26,0
1289,Culicoïdes nubeculosus,26,0
1290,Culicoïdes nubeculosus,26,0
1291,Culicoïdes nubeculosus,26,0
1292,Culicoïdes nubeculosus,26,0
1293,Culicoïdes nubeculosus,26,0
1294,Culicoïdes deltus,27,0
1295,Culicoïdes pulicularis,28,0
1296,Culex tritaeniorhynchus,29,1
1297,Culex tritaeniorhynchus,29,1
1298,Culex tritaeniorhynchus,29,1
1299,Culex tritaeniorhynchus,29,1
1300,Culex tritaeniorhynchus,29,1
1301,Culex tritaeniorhynchus,29,1
1302,Culex tritaeniorhynchus,29,1
1303,Culex tritaeniorhynchus,29,1
1304,Culex tritaeniorhynchus,29,1
1305,Culex tritaeniorhynchus,29,1
1306,Culex tritaeniorhynchus,29,1
1307,Culex tritaeniorhynchus,29,1
1308,Culex tritaeniorhynchus,29,1
1309,Culex tritaeniorhynchus,29,1
1310,Culex tritaeniorhynchus,29,1
1311,Culex tritaeniorhynchus,29,1
1312,Culex tritaeniorhynchus,29,1
1313,Culex tritaeniorhynchus,29,1
1314,Culex tritaeniorhynchus,29,1
1315,Culex tritaeniorhynchus,29,1
1316,Culex tritaeniorhynchus,29,1
1317,Culex tritaeniorhynchus,29,1
1318,Culex tritaeniorhynchus,29,1
1319,Culex tritaeniorhynchus,29,1
1320,Culex tritaeniorhynchus,29,1
1321,Culex tritaeniorhynchus,29,1
1322,Culex tritaeniorhynchus,29,1
1323,Culex tritaeniorhynchus,29,1
1324,Culex tritaeniorhynchus,29,1
1325,Culex tritaeniorhynchus,29,1
1326,Culex tritaeniorhynchus,29,1
1327,Culex tritaeniorhynchus,29,1
1328,Culex tritaeniorhynchus,29,1
1329,Culex tritaeniorhynchus,29,1
1330,Culex tritaeniorhynchus,29,1
1331,Culex tritaeniorhynchus,29,1
1332,Culex tritaeniorhynchus,29,1
1333,Culex tritaeniorhynchus,29,1
1334,Culex tritaeniorhynchus,29,1
1335,Culex tritaeniorhynchus,29,1
1336,Culex tritaeniorhynchus,29,1
1337,Culex tritaeniorhynchus,29,1
1338,Culex tritaeniorhynchus,29,1
1339,Culex tritaeniorhynchus,29,1
1340,Culex tritaeniorhynchus,29,1
1341,Culex tritaeniorhynchus,29,1
1342,Culex tritaeniorhynchus,29,1
1343,Culex tritaeniorhynchus,29,1
1344,Culex tritaeniorhynchus,29,1
1345,Culex tritaeniorhynchus,29,1
1346,Culex tritaeniorhynchus,29,1
1347,Culex tritaeniorhynchus,29,1
1348,Culex tritaeniorhynchus,29,1
1349,Culex tritaeniorhynchus,29,1
1350,Culex tritaeniorhynchus,29,1
1351,Culex tritaeniorhynchus,29,1
1352,Culex tritaeniorhynchus,29,1
1353,Culex tritaeniorhynchus,29,1
1354,Culex tritaeniorhynchus,29,1
1355,Culex tritaeniorhynchus,29,1
1356,Culex tritaeniorhynchus,29,1
1357,Culex tritaeniorhynchus,29,1
1358,Culex tritaeniorhynchus,29,1
1359,Culex tritaeniorhynchus,29,1
1360,Culex tritaeniorhynchus,29,1
1361,Culex tritaeniorhynchus,29,1
1362,Culex tritaeniorhynchus,29,1
1363,Culex tritaeniorhynchus,29,1
1364,Culex tritaeniorhynchus,29,1
1365,Culex tritaeniorhynchus,29,1
1366,Culex tritaeniorhynchus,29,1
1367,Culex tritaeniorhynchus,29,1
1368,Sergentomyia minuta,30,0
1369,Sergentomyia minuta,30,0
1370,Culex tritaeniorhynchus,29,0
1371,Culex tritaeniorhynchus,29,0
1372,Culex tritaeniorhynchus,29,0
1373,Culex tritaeniorhynchus,29,0
1374,Culex tritaeniorhynchus,29,0
1375,Culex tritaeniorhynchus,29,0
1376,Culex tritaeniorhynchus,29,0
1377,Culex tritaeniorhynchus,29,0
1378,Culex tritaeniorhynchus,29,0
1379,Culex tritaeniorhynchus,29,0
1380,Culex tritaeniorhynchus,29,0
1381,Culex tritaeniorhynchus,29,0
1382,Culex tritaeniorhynchus,29,0
1383,Culex tritaeniorhynchus,29,0
1384,Culex tritaeniorhynchus,29,0
1385,Culex tritaeniorhynchus,29,0
1386,Culex tritaeniorhynchus,29,0
1387,Culex tritaeniorhynchus,29,0
1388,Culex tritaeniorhynchus,29,0
1389,Culex tritaeniorhynchus,29,0
1390,Culex tritaeniorhynchus,29,0
1391,Culex tritaeniorhynchus,29,0
1392,Culex tritaeniorhynchus,29,0
1393,Culex tritaeniorhynchus,29,0
1394,Culex tritaeniorhynchus,29,0
1395,Culex tritaeniorhynchus,29,0
1396,Culex tritaeniorhynchus,29,0
1397,Culex tritaeniorhynchus,29,0
1398,Culex tritaeniorhynchus,29,0
1399,Culex tritaeniorhynchus,29,0
1400,Culex tritaeniorhynchus,29,0
1401,Culex tritaeniorhynchus,29,0
1402,Culex tritaeniorhynchus,29,0
1403,Culex tritaeniorhynchus,29,0
1404,Culex tritaeniorhynchus,29,0
1405,Culex tritaeniorhynchus,29,0
1406,Culex tritaeniorhynchus,29,0
1407,Culex tritaeniorhynchus,29,0
1408,Culex tritaeniorhynchus,29,0
1409,Culex tritaeniorhynchus,29,0
1410,Culex tritaeniorhynchus,29,0
1411,Culex tritaeniorhynchus,29,0
1412,Culex tritaeniorhynchus,29,0
1413,Culex tritaeniorhynchus,29,0
1414,Culex tritaeniorhynchus,29,0
1415,Culex tritaeniorhynchus,29,0
1416,Culex tritaeniorhynchus,29,0
1417,Culex tritaeniorhynchus,29,0
1418,Culex tritaeniorhynchus,29,0
1419,Culex tritaeniorhynchus,29,0
1420,Culex tritaeniorhynchus,29,0
1421,Culex tritaeniorhynchus,29,0
1422,Culex tritaeniorhynchus,29,0
1423,Culex tritaeniorhynchus,29,0
1424,Culex tritaeniorhynchus,29,0
1425,Culex tritaeniorhynchus,29,0
1426,Culex tritaeniorhynchus,29,0
1427,Culex tritaeniorhynchus,29,0
1428,Culex tritaeniorhynchus,29,0
1429,Culex tritaeniorhynchus,29,0
1430,Culex tritaeniorhynchus,29,0
1431,Culex tritaeniorhynchus,29,0
1432,Culex tritaeniorhynchus,29,0
1433,Culex tritaeniorhynchus,29,0
1434,Culex tritaeniorhynchus,29,0
1435,Culex tritaeniorhynchus,29,0
1436,Culex tritaeniorhynchus,29,0
1437,Culex tritaeniorhynchus,29,0
1438,Culex tritaeniorhynchus,29,0
1439,Culex tritaeniorhynchus,29,0
1440,Culex tritaeniorhynchus,29,0
1441,Culex tritaeniorhynchus,29,0
1442,Culex tritaeniorhynchus,29,0
1443,Culex tritaeniorhynchus,29,0
1444,Culex tritaeniorhynchus,29,0
1445,Culex tritaeniorhynchus,29,0
1446,Culex tritaeniorhynchus,29,0
1447,Culex tritaeniorhynchus,29,0
1448,Culex tritaeniorhynchus,29,0
1449,Anopheles arabiensis,31,0
1450,Anopheles arabiensis,31,0
1451,Anopheles arabiensis,31,0
1452,Anopheles arabiensis,31,0
1453,Anopheles arabiensis,31,0
1454,Anopheles arabiensis,31,0
1455,Anopheles arabiensis,31,0
1456,Anopheles arabiensis,31,0
1457,Anopheles arabiensis,31,0
1458,Anopheles arabiensis,31,0
1459,Anopheles arabiensis,31,0
1460,Anopheles arabiensis,31,0
1461,Anopheles arabiensis,31,0
1462,Anopheles arabiensis,31,0
1463,Anopheles arabiensis,31,0
1464,Anopheles arabiensis,31,0
1465,Anopheles arabiensis,31,0
1466,Anopheles arabiensis,31,0
1467,Anopheles arabiensis,31,0
1468,Anopheles arabiensis,31,0
1469,Anopheles arabiensis,31,0
1470,Anopheles arabiensis,31,0
1471,Culex neavei,32,1
1472,Culex neavei,32,1
1473,Culex neavei,32,1
1474,Culex neavei,32,1
1475,Culex neavei,32,1
1476,Culex neavei,32,1
1477,Culex neavei,32,1
1478,Culex neavei,32,1
1479,Culex neavei,32,1
1480,Culex neavei,32,1
1481,Culex neavei,32,1
1482,Culex neavei,32,1
1483,Culex neavei,32,1
1484,Culex neavei,32,1
1485,Culex neavei,32,1
1486,Culex neavei,32,1
1487,Culex neavei,32,1
1488,Culex neavei,32,1
1489,Culex neavei,32,1
1490,Culex neavei,32,1
1491,Culex neavei,32,1
1492,Culex neavei,32,1
1493,Culex neavei,32,1
1494,Culex neavei,32,1
1495,Culex neavei,32,1
1496,Culex neavei,32,1
1497,Culex neavei,32,1
1498,Culex neavei,32,1
1499,Culex neavei,32,1
1500,Culex neavei,32,1
1501,Culex neavei,32,1
1502,Culex neavei,32,1
1503,Culex neavei,32,1
1504,Culex neavei,32,1
1505,Culex neavei,32,1
1506,Culex neavei,32,1
1507,Culex neavei,32,1
1508,Culex neavei,32,1
1509,Culex neavei,32,1
1510,Culex neavei,32,1
1511,Culex neavei,32,1
1512,Culex neavei,32,1
1513,Culex neavei,32,1
1514,Culex neavei,32,1
1515,Culex neavei,32,1
1516,Culex neavei,32,1
1517,Culex neavei,32,1
1518,Culex neavei,32,1
1519,Culex neavei,32,1
1520,Culex neavei,32,1
1521,Culex neavei,32,1
1522,Culex neavei,32,0
1523,Culex neavei,32,0
1524,Culex neavei,32,0
1525,Culex neavei,32,0
1526,Culex neavei,32,0
1527,Culex neavei,32,0
1528,Culex neavei,32,0
1529,Culex neavei,32,0
1530,Culex neavei,32,0
1531,Culex neavei,32,0
1532,Culex neavei,32,0
1533,Culex neavei,32,0
1534,Culex neavei,32,0
1535,Culex neavei,32,0
1536,Culex neavei,32,0
1537,Culex neavei,32,0
1538,Culex neavei,32,0
1539,Culex neavei,32,0
1540,Culex neavei,32,0
1541,Culex neavei,32,0
1542,Culex neavei,32,0
1543,Culex neavei,32,0
1544,Culex neavei,32,0
1545,Culex neavei,32,0
1546,Culex neavei,32,0
1547,Culex neavei,32,0
1548,Culex neavei,32,0
1549,Culex neavei,32,0
1550,Culex neavei,32,0
1551,Culex neavei,32,0
1552,Culex neavei,32,0
1553,Culex neavei,32,0
1554,Culex neavei,32,0
1555,Culex neavei,32,0
1556,Culex neavei,32,0
1557,Culex neavei,32,0
1558,Culex neavei,32,0
1559,Culex neavei,32,0
1560,Culex neavei,32,0
1561,Culex neavei,32,0
1562,Culex neavei,32,0
1563,Culex neavei,32,0
1564,Culex neavei,32,0
1565,Culex neavei,32,0
1566,Culex neavei,32,0
1567,Culex neavei,32,0
1568,Culex neavei,32,0
1569,Culex neavei,32,0
1570,Culex neavei,32,0
1571,Culex neavei,32,0
1572,Culex neavei,32,0
1573,Culex univittatus,33,0
1574,Culex univittatus,33,0
1575,Culex univittatus,33,0
1576,Culex univittatus,33,0
1577,Culex univittatus,33,1
1578,Culex univittatus,33,1
1579,Culex univittatus,33,1
1580,Culex univittatus,33,1
1581,Culex univittatus,33,1
1582,Culex univittatus,33,1
1583,Aedes Detritus,34,2
1584,Aedes Detritus,34,2
1585,Aedes Detritus,34,2
1586,Aedes Detritus,34,2
1587,Aedes Detritus,34,2
1588,Aedes Detritus,34,2
1589,Aedes Detritus,34,2
1590,Aedes Detritus,34,2
1591,Aedes Detritus,34,2
1592,Aedes Detritus,34,2
1593,Aedes Detritus,34,2
1594,Aedes Detritus,34,2
1595,Aedes Detritus,34,2
1596,Aedes Detritus,34,2
1597,Aedes Detritus,34,2
1598,Aedes Mariae,35,2
1599,Aedes Mariae,35,2
1600,Aedes Mariae,35,2
1601,Aedes Mariae,35,2
1602,Aedes Mariae,35,2
1603,Aedes pullatus,36,2
1604,Aedes pullatus,36,2
1605,Aedes pullatus,36,2
1606,Aedes pullatus,36,2
1607,Aedes pullatus,36,2
1608,Aedes pullatus,36,2
1609,Aedes pullatus,36,2
1610,Aedes pullatus,36,2
1611,Aedes pullatus,36,2
1612,Aedes pullatus,36,2
1613,Aedes pullatus,36,2
1614,Aedes pullatus,36,2
1615,Aedes pullatus,36,2
1616,Aedes pullatus,36,2
1617,Aedes pullatus,36,2
1618,Aedes punctor,37,2
1619,Aedes punctor,37,2
1620,Aedes punctor,37,2
1621,Aedes punctor,37,2
1622,Aedes punctor,37,2
1623,Aedes albopictus,1,2
1624,Aedes albopictus,1,2
1625,Aedes albopictus,1,2
1626,Aedes albopictus,1,2
1627,Aedes albopictus,1,2
1628,Aedes albopictus,1,2
1629,Aedes albopictus,1,2
1630,Aedes albopictus,1,2
1631,Aedes albopictus,1,2
1632,Aedes albopictus,1,2
1633,Anopheles aquasalis,38,2
1634,Anopheles aquasalis,38,2
1635,Anopheles aquasalis,38,2
1636,Anopheles aquasalis,38,2
1637,Anopheles aquasalis,38,2
1638,Anopheles aquasalis,38,2
1639,Aedes aegypti,2,0
1640,Aedes aegypti,2,0
1641,Aedes aegypti,2,0
1642,Aedes aegypti,2,0
1643,Aedes aegypti,2,0
1644,Aedes aegypti,2,0
1645,Aedes aegypti,2,0
1646,Aedes aegypti,2,0
1647,Aedes aegypti,2,2
1648,Aedes aegypti,2,2
1649,Aedes aegypti,2,2
1650,Aedes aegypti,2,0
1651,Aedes aegypti,2,0
1652,Aedes aegypti,2,0
1653,Aedes aegypti,2,0
1654,Aedes aegypti,2,0
1655,Aedes aegypti,2,0
1656,Aedes aegypti,2,0
1657,Culex hortensis,5,2
1658,Culex hortensis,5,2
1659,Culex hortensis,5,2
1660,Culex hortensis,5,2
1661,Culex hortensis,5,2
1662,Culex territans,39,2
1663,Culiseta longiareolata,40,2
1664,Glossina fuscipes quazensis,15,2
1665,Glossina fuscipes quazensis,15,2
1666,Sergentomyia minuta,30,1
1667,Sergentomyia minuta,30,1
1668,Sergentomyia minuta,30,1
1669,Sergentomyia minuta,30,0
1670,Sergentomyia minuta,30,0
1671,Anopheles coluzzii,6,0
1672,Anopheles coluzzii,6,0
1673,Anopheles coluzzii,6,0
1674,Anopheles coluzzii,6,0
1675,Anopheles coluzzii,6,0
1676,Anopheles coluzzii,6,0
1677,Anopheles coluzzii,6,0
1678,Anopheles coluzzii,6,0
1679,Anopheles coluzzii,6,0
1680,Anopheles coluzzii,6,0
1681,Anopheles coluzzii,6,1
1682,Anopheles coluzzii,6,0
1683,Anopheles coluzzii,6,0
1684,Anopheles coluzzii,6,0
1685,Anopheles coluzzii,6,0
1686,Anopheles coluzzii,6,0
1687,Anopheles coluzzii,6,0
1688,Anopheles coluzzii,6,0
1689,Anopheles coluzzii,6,0
1690,Anopheles coluzzii,6,0
1691,Anopheles coluzzii,6,0
1692,Anopheles coluzzii,6,0
1693,Anopheles coluzzii,6,0
1694,Anopheles coluzzii,6,0
1695,Anopheles coluzzii,6,0
1696,Anopheles coluzzii,6,0
1697,Anopheles coluzzii,6,0
1698,Anopheles coluzzii,6,0
1699,Anopheles coluzzii,6,0
1700,Anopheles coluzzii,6,0
1701,Anopheles coluzzii,6,0
1702,Anopheles coluzzii,6,0
1703,Anopheles coluzzii,6,0
1704,Anopheles coluzzii,6,0
1705,Anopheles coluzzii,6,0
1706,Anopheles coluzzii,6,0
1707,Anopheles coluzzii,6,0
1708,Anopheles coluzzii,6,0
1709,Anopheles coluzzii,6,0
1710,Anopheles coluzzii,6,0
1711,Anopheles coluzzii,6,0
1712,Anopheles coluzzii,6,0
1713,Anopheles coluzzii,6,0
1714,Anopheles coluzzii,6,0
1715,Anopheles coluzzii,6,0
1716,Anopheles coluzzii,6,0
1717,Anopheles coluzzii,6,0
1718,Anopheles coluzzii,6,0
1719,Anopheles coluzzii,6,0
1720,Anopheles coluzzii,6,0
1721,Anopheles coluzzii,6,0
1722,Anopheles coluzzii,6,0
1723,Anopheles coluzzii,6,0
1724,Anopheles coluzzii,6,0
1725,Anopheles coluzzii,6,0
1726,Anopheles coluzzii,6,0
1727,Anopheles coluzzii,6,0
1728,Anopheles coluzzii,6,0
1729,Anopheles coluzzii,6,0
1730,Anopheles coluzzii,6,0
1731,Anopheles coluzzii,6,0
1732,Anopheles coluzzii,6,0
1733,Anopheles coluzzii,6,0
1734,Anopheles coluzzii,6,0
1735,Anopheles coluzzii,6,0
1736,Anopheles coluzzii,6,0
1737,Anopheles coluzzii,6,0
1738,Anopheles coluzzii,6,0
1739,Anopheles coluzzii,6,0
1740,Anopheles coluzzii,6,1
1741,Anopheles coluzzii,6,1
1742,Anopheles coluzzii,6,1
1743,Anopheles coluzzii,6,1
1744,Anopheles coluzzii,6,1
1745,Anopheles coluzzii,6,1
1746,Anopheles coluzzii,6,1
1747,Anopheles coluzzii,6,1
1748,Anopheles coluzzii,6,1
1749,Anopheles coluzzii,6,1
1750,Anopheles coluzzii,6,1
1751,Anopheles coluzzii,6,1
1752,Anopheles coluzzii,6,1
1753,Anopheles coluzzii,6,1
1754,Anopheles coluzzii,6,1
1755,Anopheles coluzzii,6,1
1756,Anopheles coluzzii,6,1
1757,Anopheles coluzzii,6,1
1758,Anopheles coluzzii,6,1
1759,Anopheles coluzzii,6,1
1760,Anopheles coluzzii,6,1
1761,Anopheles coluzzii,6,1
1762,Anopheles coluzzii,6,1
1763,Anopheles coluzzii,6,1
1764,Anopheles coluzzii,6,1
1765,Anopheles coluzzii,6,1
1767,Anopheles coluzzii,6,1
1768,Anopheles coluzzii,6,1
1769,Anopheles coluzzii,6,1
1770,Anopheles coluzzii,6,1
1771,Anopheles coluzzii,6,1
1772,Anopheles coluzzii,6,1
1773,Anopheles coluzzii,6,1
1774,Anopheles stephensi,41,2
1775,Anopheles stephensi,41,2
1776,Anopheles maculipenis,8,2
1777,Anopheles maculipenis,8,2
1778,Anopheles maculipenis,8,2
1779,Aedes bolense,42,2
